no,judul_proposal,judul_skripsi,prodi
1154,PENGEMBANGAN SISTEM INFORMASI PENGGAJIAN KARYAWAN BUS PARIWISATA PO. MAHKOTA PLEMAHAN MENGGUNAKAN METODE RATIONAL UNIFIED PROCESS (RUP),PENGEMBANGAN SISTEM INFORMASI PENGGAJIAN KARYAWAN BUS PARIWISATA PT. MAHKOTA MITRA SENTOSA MENGGUNAKAN METODE RATIONAL UNIFIED PROCESS (RUP),SI
1155,"PEMODELAN DAN REKOMENDASI PROSES BISNIS MENGGUNAKAN METODE BUSINESS PROCESS IMPROVEMENT  (BPI)
(STUDI KASUS: NGALUP.CO)",PEMODELAN DAN REKOMENDASI PROSES BISNIS MENGGUNAKAN METODE BUSINESS PROCESS IMPROVEMENT  (BPI). (STUDI KASUS: NGALUP.CO),SI
1156,"Evaluasi Manajemen Resiko Dengan Menggunakan Framework COBIT 5 
(Studi Kasus : KOMINFO MALANG)",EVALUASI KESUKSESAN IMPLEMENTASI SISTEM OPEN  PUBLIC ACCESS CATALOG DENGAN DELONE AND MCLEAN MODEL PADA PERPUSTAKAAN UNIVERSITAS BRAWIJAYA,SI
1157,ANALISIS SEGMENTASI PELANGGAN PADA PT. ARTHAMAS CITRA MANDIRI MENGGUNAKAN METODE CLUSTERING DENGAN ALGORITMA FUZZY C-MEANS,Analisis Segmentasi Pelanggan Dengan RFM Model Pada PT. Arthamas Citra Mandiri Menggunakan Metode Fuzzy C-Means Clustering,SI
1158,PERBAIKAN PROSES BISNIS MENGGUNAKAN BUSINESS PROCESS IMPROVEMENT PADA BADAN PUSAT STATISTIK KABUPATEN KEDIRI,PERBAIKAN PROSES BISNIS MENGGUNAKAN BUSINESS PROCESS IMPROVEMENT PADA BADAN PUSAT STATISTIK KABUPATEN KEDIRI,SI
1159,EVALUASI SISTEM KEAMANAN TEKNOLOGI INFORMASI PADA KANTOR KEPOLISIAN DAERAH BANTEN MENGGUNAKAN INDEKS KEAMANAN INFORMASI (KAMI) BERDASARKAN ISO/IEC 27001,PERENCANAAN KEAMANAN INFORMASI BERDASARKAN ANALISIS RISIKO TEKNOLOGI INFORMASI MENGGUNAKAN METODE OCTAVE DAN ISO 27001 (STUDI KASUS KANTOR KEPOLISIAN DAERAH BANTEN),SI
1160,ANALISIS PENGARUH KUALITAS E-SERVICE UBER TERHADAP CUSTOMER LOYALTY DAN CUSTOMER SATISFACTION MENGGUNAKAN E-S-QUAL DAN E-RECS-QUAL,ANALISIS PENGARUH KUALITAS E-SERVICE GRAB TERHADAP CUSTOMER SATISFACTION AND LOYALTY MENGGUNAKAN E-S-QUAL DAN E-RECS-QUAL,SI
1161,EVALUASI IMPLEMENTASI TEKNOLOGI INFORMASI PADA PENGEMBANGAN SOFTWARE/HARDWARE BERDASARKAN FRAMEWORK COBIT 5 (DSS 01 &amp; DSS 05) DI BIDANG PERENCANAAN (STUDI KASUS: PT. PLN UIP JBTB II),,SI
1162,"EVALUASI TATA KELOLA TEKNOLOGI INFORMASI DAN MANAJEMEN SUMBER DAYA BERDASARKAN COBIT 5
(STUDI KASUS: PT. PLN UIP JBTB II)",,SI
1163,"EVALUASI TATA KELOLA TEKNOLOGI INFORMASI DAN MANAJEMEN SUMBER DAYA BERDASARKAN COBIT 5
(STUDI KASUS: PT. PLN UIP JBTB II)","EVALUASI TATA KELOLA TEKNOLOGI INFORMASI DAN MANAJEMEN SUMBER DAYA BERDASARKAN COBIT 5 DOMAIN DSS01, DSS05 DAN EDM04
(STUDI KASUS: PT. PLN UIP JBTB II)",SI
1164,PENGEMBANGAN MODUL ADMIN PENGELOLAAN DAN REKAPITULASI KELUHAN MASYARAKAT STUDI KASUS DPUPR KOTA MALANG,PENGEMBANGAN MODUL ADMIN PENGELOLAAN DAN REKAPITULASI KELUHAN MASYARAKAT STUDI KASUS DPUPR KOTA MALANG,SI
1165,PENGEMBANGAN APLIKASI WHITE LABEL PPOB BERBASIS WEB MENGGUNAKAN METODE REUSE ORIENTED DEVELOPMENT (STUDI PADA PT XYZ),PENGEMBANGAN APLIKASI WHITE LABEL PPOB BERBASIS WEB MENGGUNAKAN PEMODELAN REUSE ORIENTED DEVELOPMENT (STUDI PADA PT XYZ),SI
1166,Analisis Penerapan Sistem Informasi Manajemen Sekolah iSCH di SMAN 02 Jayapura dan MTSN 07 Malang,,SI
1167,"PENGEMBANGAN SISTEM INFORMASI KEGIATAN PADA UPT PELATIHAN TEKNIS PERIKANAN BUDIDAYA DAN PENGOLAHAN PRODUK KELAUTAN DAN PERIKANAN (PTPBP2KP) KEPANJEN MENGGUNAKAN
METODE RATIONAL UNIFIED PROCESS (RUP)",PENGEMBANGAN SISTEM INFORMASI KEGIATAN PADA UNIT PELAKSANA TEKNIS PELATIHAN TEKNIS PERIKANAN BUDIDAYA DAN PENGOLAHAN PRODUK KELAUTAN DAN PERIKANAN KEPANJEN MENGGUNAKAN METODE RATIONAL UNIFIED PROCESS,SI
1168,"PEMBANGUNAN SISTEM INFORMASI PRAKTIK PENGALAMAN LAPANGAN BERBASIS WEB APPLICATION
(Studi Kasus: Program Studi Pendidikan Teknologi informasi Fakultas Ilmu Komputer
Brawijaya Malang)",PEMBANGUNAN SISTEM INFORMASI PRAKTIK PENGALAMAN LAPANGAN MENGGUNAKAN METODE PROTOTIPE EVOLUSIONER,SI
1169,PEMBANGUNAN SISTEM INFORMASI PRAKTIK PENGALAMAN LAPANGAN PENDIDIKAN TEKNOLOGI INFORMASI (STUDI PADA PRODI PTI FILKOM UB MALANG),PEMBANGUNAN SISTEM INFORMASI PRAKTIK PENGALAMAN LAPANGAN PENDIDIKAN TEKNOLOGI INFOMASI (STUDI PADA PRODI PTI FILKOM UB MALANG),SI
1170,PERBAIKAN USER INTERFACE WEBSITE BADAN NARKOTIKA NASIONAL PROVINSI JAWA TIMUR MENGGUNAKAN PENDEKATAN HUMAN CENTERED DESIGN,PERBAIKAN USER INTERFACE WEBSITE BADAN NARKOTIKA NASIONAL PROVINSI JAWA TIMUR MENGGUNAKAN PENDEKATAN HUMAN CENTERED DESIGN,SI
1171,EVALUASI TATA KELOLA SISTEM KEAMANAN INFORMASI PADA PT. EASTERNTEX MENGGUNAKAN KERANGKA KERJA COBIT 5 FOKUS DOMAIN APO 13 &amp; DSS 05,"EVALUASI PROSES OPTIMASI RISIKO, PENGELOLAAN KEAMANAN, DAN PENGELOLAAN LAYANAN KEAMANAN MENGGUNAKAN KERANGKA KERJA COBIT 5 PADA PT TIRTA INVESTAMA (AQUA) PANDAAN",SI
1172,"EVALUASI PADA VARIASI PROSES BISNIS MANUFAKTUR DENGAN MENGGUNAKAN PROCESS MINING
STUDI KASUS: PT KIMIA FARMA (PERSERO) TBK","Evaluasi Pada Variasi Proses Bisnis Manufaktur Dengan Menggunakan Process Mining (Studi Kasus: PT Kimia Farma, Tbk)",SI
1173,PENGEMBANGAN SISTEM INFORMASI ASPIRASI DAN PENGADUAN ONLINE BERBASIS WEB MENGGUNAKAN PEMODELAN REUSE-ORIENTED DEVELOPMENT (STUDI KASUS : DPM UNIVERSITAS BRAWIJAYA),Pengembangan Sistem Informasi Aspirasi dan Pengaduan Online Berbasis Web Menggunakan Pemodelan Reuse-oriented Development (Studi Kasus : DPM Universitas Brawijaya),SI
1174,EVALUASI PROSES BISNIS PRODUKSI GARMEN MENGGUNAKAN METODE QUALITY EVALUATION FRAMEWORK (QEF) (STUDI KASUS: PT ERATEX DJAJA PROBOLINGGO),"EVALUASI PROSES BISNIS PRODUKSI GARMEN MENGGUNAKAN METODE QUALITY EVALUATION FRAMEWORK (QEF) (Studi Kasus: PT. Eratex Djaja, Tbk Probolinggo)",SI
1175,AUDIT TEKNOLOGI INFORMASI LAYANAN RUMAH SAKIT UNIVERSITAS MUHAMMADIYAH MALANG MENGGUNAKAN ITIL (INFORMATION TECHNOLOGY STRUCTURE LIBRARY) VERSI 3,"EVALUSASI TINGKAT KEMATANGAN LAYANAN SISTEM INFORMASI MANAJEMEN RUMAH SAKIT MENGGUNAKAN ITIL (INFORMATION TECHNOLOGY STRUCTURE LIBRARY) VERSI 3
(Studi Pada : Rumah Sakit Umum Universitas Muhammadiyah Malang)",SI
1176,AUDIT TATA KELOLA TEKNOLOGI INFORMASI PADA SUB BAGIAN IT PT. KUTAI TIMBER INDONESIA KOTA PROBOLINGGO MENGGUNAKAN KERANGKA KERJA COBIT 4.1,AUDIT TATA KELOLA TEKNOLOGI INFORMASI PADA SUB BAGIAN IT PT. KUTAI TIMBER INDONESIA KOTA PROBOLINGGO MENGGUNAKAN KERANGKA KERJA COBIT 4.1,SI
1177,Evaluasi IT Governance Menggunakan Framework cobit 4.1,EVALUASI IT GOVERNANCE MENGGUNAKAN FRAMEWORK COBIT 4.1,SI
1178,PENGIMPLEMENTASIAN METODE ENTERPRISE ARCHITECTURE PLANNING UNTUK PENINGKATAN STRATEGIS SISTEM INFORMASI BISNIS (Studi Kasus di PT. Amerta Indah Otsuka Kejayan Pasuruhan),AUDIT TEKNOLOGI INFORMASI MENGGUNAKAN KERANGKA KERJA INFORMATION TECHNOLOGY INFRASTRUCTURE LIBRARY (ITIL)  Version 3 (Studi Kasus di PT. INDUSTRI KERETA API (Persero)),SI
1179,AUDIT KINERJA TEKNOLOGI  INFORMASI PADA DIVISI IT PT.ENSEVAL PUTERA MEGATRADING Tbk MALANG,EVALUASI KEMATANGAN MANAJEMEN LAYANAN SISTEM INFORMASI PT. KUTAI TIMBER INDONESIA KOTA PROBOLINGGO BERDASARKAN KERANGKA KERJA ITIL VERSI 3,SI
1180,ANALISIS DAN PEMODELAN ARSITEKTUR PROSES BISNIS DENGAN THE OPEN GROUP ARCHITECTURE FRAMEWORK ARCHITECTURE DEVELOPMENT METHOD (STUDI KASUS: KANTOR ASURANSI JIWASRAYA (Persero) WILAYAH MALANG),,SI
1181,WEBGIS PERSEBARAN LOKASI STASIUN PELAYANAN BAHAN BAKAR UMUM (SPBU) DI KOTA MALANG ,IMPLEMENTASI ALGORITME DJIKSTRA PADA WEBGIS  UNTUK PENCARIAN LOKASI SPBU DI KOTA MALANG,SI
1182,PENGUKURAN TINGKAT KEMATANGAN KUALITAS LAYANAN SIAKAD UNIVERSITAS ISLAM NEGERI MALIK IBRAHIM (UIN MALIKI) MALANG  BERDASARKAN KERANGKA KERJA INFORMATION TECHNOLOGY INFRASTRUCTURE LIBRARY (ITIL) VERSI 3,PENGUKURAN TINGKAT KEMATANGAN KUALITAS LAYANAN SIAKAD UNIVERSITAS ISLAM NEGERI MALIK IBRAHIM (UIN MALIKI) MALANG BERDASARKAN KERANGKA KERJA INFORMATION TECHNOLOGY INFRASTRUCTURE LIBRARY (ITIL) VERSI 3,SI
1183,AUDIT SISTEM INFORMASI AKADEMIK UNIVERSITAS NEGERI MALANG MENGGUNAKAN FRAMEWORK INFORMATION TECHNOLOGY INFRASTRUCTURE LIBRARY (ITIL) V3,EVALUASI TINGKAT KEMATANGAN LAYANAN SISTEM INFORMASI AKADEMIK INSTITUT TEKNOLOGI NASIONAL MALANG MENGGUNAKAN KERANGKA KERJA ITIL VERSI 3,SI
1184,"PENGEMBANGAN SISTEM PENDUKUNG KEPUTUSAN BANTUAN DANA TERPADU MENGGUNAKAN METODE AHP DAN WP
(Study Kasus: Kelurahan Desa Bulu)",PENGEMBANGAN SISTEM PENDUKUNG KEPUTUSAN BANTUAN DANA TERPADU MENGGUNAKAN METODE AHP DAN WP  (Study Kasus: Kelurahan Desa Bulu),SI
1185,Pengembangan Apikasi Penjualan dan Distribusi Produk Kelompok UMKM Berbasis Android (Studi Kasus: Organisasi Wirausaha Muda Tulungagung),,SI
1186,ANALISIS PENGARUH KUALITAS LAYANAN MOBILE BANKING TERHADAP KEPUASAN DAN LOYALITAS NASABAH MENGGUNAKAN E-S-QUAL DAN E-RECS-QUAL PADA PENGGUNA LAYANAN BRI MOBILE  BANK RAKYAT INDONESIA,ANALISIS PENGARUH KUALITAS LAYANAN MOBILE BANKING TERHADAP KEPUASAN DAN LOYALITAS NASABAH PADA PENGGUNA LAYANAN BRI MOBILE BANK RAKYAT INDONESIA,SI
1187,Perbaikan Antarmuka Aplikasi Jurnalisme Positif (AJP) dengan Menerapkan Metode Human Centered Design (HCD) untuk Pengguna Golongan Tua (Studi Kasus: PT Times Indonesia),PERBAIKAN ANTARMUKA APLIKASI JURNALISME POSITIF DENGAN MENERAPKAN METODE HUMAN CENTERED DESIGN UNTUK PENGGUNA GOLONGAN TUA (STUDI KASUS: TIMES INDONESIA),SI
1188,IMPLEMENTASI METODE DATA MINING UNTUK PREDIKSI KESIAPAN SKRIPSI BERDASARKAN KINERJA AKADEMIK MAHASISWA,IMPLEMENTASI METODE DATA MINING UNTUK PREDIKSI KESIAPAN SKRIPSI BERDASARKAN KINERJA AKADEMIK MAHASISWA,SI
1189,IMPLEMENTASI METODE DATA MINING UNTUK MENEMUKAN POLA HUBUNGAN KESIAPAN SKRIPSI DENGAN KINERJA AKADEMIK MAHASISWA DENGAN ALGORITMA APRIORI,APLIKASI DATA MINING UNTUK KLASIFIKASI KESIAPAN SKRIPSI MENGGUNAKAN ALGORITMA APRIORI,SI
1190,EVALUASI ESTIMASI BIAYA PENGEMBANGAN SISTEM PADA CV PROFILE IMAGE STUDIO MENGGUNAKAN METODE USE CASE POINT (UCP) DAN EXTENDED USE CASE POINT (E-UCP),Analisis Estimasi Biaya Pengembangan Sistem Pada CV. Profile Image Studio Menggunakan Metode Use Case Point dan Extended Use Case Point,SI
1191,EVALUASI DAN PERBAIKAN USER EXPERIENCE PADA SISTEM INFORMASI ADMINISTRASI AKADEMIK (SIAKAD) MAHASISWA UNIVERSITAS KADIRI MENGGUNAKAN METODE HEURISTIC EVALUATION DENGAN MENERAPKAN HUMAN CENTERED DESIGN,,SI
1192,ANALISIS MANAJEMEN RISIKO SISTEM INFORMASI E-LKPJ MENGGUNAKAN NIST SP 800-30 PADA DINAS KOMUNIKASI DAN INFORMATIKA PROVINSI JAWA TIMUR (FOKUS PROSES: RISK MITIGATION),,SI
1193,ANALISIS DAN PERANCANGAN UX APLIKASI MANAJEMEN KONFERENSI ILMIAH MENGGUNAKAN METODE USER CENTERED DESIGN,ANALISIS DAN PERANCANGAN UX APLIKASI KONFERENSI ILMIAH MENGGUNAKAN METODE USER CENTERED DESIGN,SI
1194,"ANALISIS DAN PERANCANGAN SISTEM INFORMASI PENDAFTARAN IZIN SURVEY DAN MAGANG DENGAN PENDEKATAN BERORIENTASI OBJEK (STUDI KASUS : DINAS KESATUAN BANGSA DAN POLITIK, PEMERINTAHAN KOTA BATU )","ANALISIS DAN PERANCANGAN SISTEM INFORMASI PENDAFTARAN IZIN SURVEI DAN MAGANG DENGAN PENDEKATAN BERORIENTASI OBJEK (STUDI KASUS : DINAS KESATUAN BANGSA DAN POLITIK, PEMERINTAHAN KOTA BATU )",SI
1195,PENGEMBANGAN SISTEM INFORMASI PENGELOLAAN PRODUKSI DAN PENJUALAN UMKM BERBASIS WEB (STUDI KASUS RABBANI FOOD),PENGEMBANGAN SISTEM INFORMASI PENGELOLAAN PRODUKSI DAN PENJUALAN UMKM BERBASIS WEB (STUDI KASUS RABBANI FOOD),SI
1196,EVALUASI ESTIMASI USAHA PENGEMBANGAN PERANGKAT LUNAK MENGGUNAKAN METODE USE CASE POINT SEBAGAI PERSIAPAN IMPLEMENTASI SCRUM,Analisis Biaya Perangkat Lunak Menggunakan Metode Revised Use Case Point,SI
1197,Evaluasi Usability dan Perbaikan Desain Antarmuka Situs Web kusuma.store Menggunakan Pendekatan Human Centered Design,Evaluasi Usability dan Perbaikan Desain Antarmuka Pengguna Situs Web kusuma.store Menggunakan Pendekatan Human Centered Design,SI
1198,Analisis Kepuasan Pengguna pada E-Learning di SMK PGRI 3 Malang dengan Unified Theory of Acceptance and Use Technology (UTAUT),Analisis Kepuasan Pengguna pada SIAKAD di SMK PGRI 3 Malang dengan Unified Theory of Acceptance and Use Technology (UTAUT),SI
1199,EVALUASI USABILITY WEBSITE SISTEM INFORMASI PERENCANAAN PEMBANGUNAN DAERAH (SIPPD) V.3.0 MENGGUNAKAN METODE USABILITY TESTING (STUDI KASUS : BAPPELITBANGDA KOTA BATU),EVALUASI USABILITY SITUS WEB SISTEM INFORMASI PERENCANAAN PEMBANGUNAN DAERAH (SIPPD) V3.0 MENGGUNAKAN METODE USABILITY TESTING (STUDI KASUS : BAPPELITBANGDA KOTA BATU),SI
1200,Pengembangan Sistem Informasi Antrian Online Menggunakan Metode Rapid Throwaway Prototyping (Studi kasus: Mal Pelayanan Publik Sidoarjo),PENGEMBANGAN SISTEM INFORMASI REGISTER KOHORT IBU DAN BAYI ONLINE (STUDI KASUS: PUSKESMAS BARENG KOTA MALANG),SI
1201,"Sistem Rekomendasi Dosen Pembimbing Berdasarkan Latar Belakang Skripsi Menggunakan Metode Multi-Class Support Vector Machine (Studi Kasus: Fakultas Ilmu Komputer, Universitas Brawijaya)",SISTEM REKOMENDASI DOSEN PEMBIMBING BERDASARKAN LATAR BELAKANG MENGGUNAKAN METODE MULTI-CLASS SUPPORT VECTOR MACHINE DAN WEIGHTED PRODUCT,SI
1202,Evaluasi dan Perbaikan Aplikasi Malang Menyapa Menggunakan Usability Testing dan Design Thinking,Evaluasi dan Perbaikan Aplikasi Mobile Malang Menyapa Menggunakan Usability Testing dan USE Questionnaire,SI
1203,PENGEMBANGAN SISTEM PENGARSIPAN DAN PENGAJUAN SURAT BERBASIS WEB (STUDI KASUS: BIDANG TEKNOLOGI INFORMASI POLDA JAWA TIMUR),,SI
1204,PENGEMBANGAN SISTEM PENGARSIPAN DAN PENGAJUAN SURAT BERBASIS WEB PADA BIDANG TEKNOLOGI INFORMASI POLDA JATIM,PENGEMBANGAN SISTEM PENGARSIPAN DAN PENGAJUAN SURAT BERBASIS WEB PADA BIDANG TEKNOLOGI INFORMASI POLDA JATIM,SI
1205,Perbaikan User Interface dan Analisis Perbandingan Hasil pada Website Lazada.co.id dengan Menggunakan Usability Testing dan User Experience Questionnaire (UEQ),PERBAIKAN USER INTERFACE DAN ANALISIS PERBANDINGAN HASIL PADA WEBSITE LAZADA.CO.ID DENGAN MENGGUNAKAN USABILITY TESTING DAN SYSTEM USABILITY SCALE (SUS) QUESTIONNAIRE,SI
1206,Pengembangan Aplikasi Web Pelacakan Harga Situs Web E-commerce  Menggunakan Metode Waterfall (Studi Kasus: Jakmall.com),Pengembangan Aplikasi Web Pelacakan Harga Situs Web E-commerce,SI
1207,Pengembangan Aplikasi Survey Kredit Berbasis Android,Pengembangan Aplikasi Survei Kredit Berbasis Android,SI
1208,Pengembangan Aplikasi Survei Kredit Berbasis Android,Pengembangan Aplikasi Survei Kredit Berbasis Android,SI
1209,Evaluasi dan Perbaikan Antarmuka Pengguna Aplikasi Malang e-Policing Menggunakan Metode Persona dan Heuristic Evaluation,,SI
1210,EVALUASI USABILITY DAN PERBAIKAN ANTARMUKA PENGGUNA APLIKASI MALANG E-POLICING DENGAN PENDEKATAN HUMAN CENTERED DESIGN,,SI
1211,EVALUASI USABILITY DAN PERBAIKAN ANTARMUKA PENGGUNA APLIKASI MALANG E-POLICING DENGAN PENDEKATAN HUMAN CENTERED DESIGN,Evaluasi Usability dan Perbaikan Antarmuka Pengguna Aplikasi Malang e-Policing dengan Pendekatan Human Centered Design,SI
1212,AUDIT TATA KELOLA TI PADA DINAS KOMUNIKASI DAN INFORMATIKA (DINKOMINFO) KABUPATEN BOJONEGORO MENGGUNAKAN FRAMEWORK COBIT 4.1 FOKUS DOMAIN PO DAN AI,EVALUASI TATA KELOLA TEKNOLOGI INFORMASI PADA DINAS KOMUNIKASI DAN INFORMATIKA (DINKOMINFO) KABUPATEN BOJONEGORO MENGGUNAKAN FRAMEWORK COBIT 4.1 FOKUS DOMAIN PLAN AND ORGANISE (PO) DAN ACQUIRE AND IMPLEMENT (AI),SI
1213,EVALUASI USABILITY APLIKASI OJESY MENGGUNAKAN METODE USABILITY TESTING DAN USE QUESTIONNAIRE (USE),Evaluasi dan Perbaikan Usability Aplikasi Mobile Ojesy dengan Metode Usability Testing dan Use Questionnaire,SI
1214,Analisis Dan Perancangan Sistem Informasi Penanganan Keluhan Masyarakat Berbasis Web dan Mobile (Studi Kasus: Pemerintah Kabupaten Sidoarjo),Analisis Dan Perancangan Sistem Informasi Penanganan Keluhan Masyarakat Berbasis Web dan Mobile (Studi Kasus: Pemerintah Kabupaten Sidoarjo),SI
1215,Analisis Dan Perancangan Sistem Informasi Penanganan Keluhan Masyarakat Berbasis Website (Studi Kasus : Pemerintah Kabupaten Sidoarjo),Analisis Dan Perancangan Sistem Informasi Pelayanan Keluhan Masyarakat Berbasis Web (Studi Kasus : Pemerintah Kabupaten Sidoarjo),SI
1216,"ESTIMASI BIAYA PEMBANGUNAN SISTEM INFORMASI X MENGGUNAKAN METODE USE CASE POINT
(STUDI KASUS : DINAS X KABUPATEN X)",ESTIMASI BIAYA PEMBANGUNAN PERANGKAT LUNAK MENGGUNAKAN METODE USE CASE POINT (Studi Kasus CV. Utomo Sakti (Cloud Astro Technology) ),SI
1217,Sistem Rekomendasi Dosen Pembimbing Skripsi Dengan Algoritma Winnowing-Weighted Product,"Sistem Pendukung Keputusan untuk Penentuan Dosen
Pembimbing Skripsi Menggunakan Algoritme Winnowing-
Weighted Product",SI
1218,Sistem Prediksi Penerimaan SNMPTN Menggunakan Algoritme Decision Tree C4.5,Sistem Prediksi Penerimaan SNMPTN Menggunakan Algoritme Decision Tree C4.5,SI
1219,EVALUASI KESESUAIAN PENGANGGARAN DAN PEMBIAYAAN TEKNOLOGI INFORMASI PADA PEMERINTAH KABUPATEN SIDOARJO MENGGUNAKAN FRAMEWORK COBIT 5,EVALUASI KESESUAIAN LAYANAN TEKNOLOGI INFORMASI DENGAN KEBUTUHAN TEKNOLOGI INFORMASI PADA PEMERINTAH KABUPATEN SIDOARJO MENGGUNAKAN FRAMEWORK COBIT 5 (STUDI KASUS : LAYANAN P3M),SI
1220,ANALISIS PERBAIKAN PROSES BISNIS SISTEM PELAYANAN PUBLIK TERINTEGRASI DISKOMINFOTIK KOTA BLITAR MENGGUNAKAN TEKNIK ESIA,EVALUASI TATA KELOLA DINAS KOMUNIKASI DAN INFORMATIKA KABUPATEN MALANG MENGGUNAKAN KERANGKA KERJA COBIT 4.1 DOMAIN PLAN AND ORGANISE DAN ACQUIRE AND IMPLEMENT,SI
1221,EVALUASI TATA KELOLA TEKNOLOGI INFORMASI DINAS KOMUNIKASI DAN INFORMATIKA KABUPATEN MALANG MENGGUNAKAN KERANGKA KERJA COBIT 4.1 DOMAIN PLAN AND ORGANISE,EVALUASI TATA KELOLA TEKNOLOGI INFORMASI DINAS KOMUNIKASI DAN INFORMATIKA KABUPATEN MALANG MENGGUNAKAN KERANGKA KERJA COBIT 4.1 DOMAIN PLAN AND ORGANISE,SI
1222,Evaluasi Manajemen Aset Teknologi Informasi Menggunakan Framework Cobit 5 : Studi Pada Pt. Perkebunan Nusantara Xi,Evaluasi Manajemen Aset Teknologi Informasi Menggunakan Framework COBIT 5 : Studi Pada PT. Perkebunan Nusantara XI,SI
1223,PENGEMBANGAN SISTEM INFORMASI MANAJEMEN PENGELOMPOKAN PENGADUAN APLIKASI PRO DENPASAR+ MENGGUNAKAN PENDEKATAN ENSEMBLE NAIVE BAYES,"Sistem Klasifikasi Pengaduan Masyarakat Berdasarkan OPD (Organisasi Perangkat Daerah) Menggunakan Pendekatan Ensemble Naive Bayes (Studi Kasus: Dinas Komunikasi, Informatika Dan Statistik Kota Denpasar)",SI
1224,PEMODELAN DAN EVALUASI PROSES BISNIS MENGGUNAKAN METODE QUALITY EVALUATION FRAMEWORK (QEF) (STUDI KASUS: BALI KENCANA BAKERY),"EVALUASI PROSES BISNIS MENGGUNAKAN METODE QUALITY EVALUATION FRAMEWORK (QEF)
(STUDI KASUS: BALI KENCANA BAKERY)",SI
1225,Evaluasi Kualitas Layanan Website Traveloka.com Terhadap Kepuasan Pengguna Menggunakan Webqual 4.0 dan Importance Performance Analysis (IPA),Evaluasi Kualitas Layanan Website Traveloka.com Terhadap Kepuasan Pengguna Menggunakan Webqual 4.0 dan Importance Performance Analysis (IPA),SI
1226,"Evaluasi Sistem Informasi Manajemen Rumah Sakit Menggunakan Framework Human, Organization, and Technology-Fit (HOT-Fit) Model (Studi Pada RSI UNISMA MALANG)","Evaluasi Sistem Informasi Manajemen Rumah Sakit Menggunakan Framework Human, Organization, And Technology-Fit (HOT-Fit) Model (Studi Pada RSI UNISMA Malang)",SI
1227,"Evaluasi Pengalaman Pengguna Menggunakan Usability Testing dan User Experience Questionnaire (UEQ) (Studi pada salestock.co.id, vipplaza.co.id dan berrybenka.com)",Evaluasi Pengalaman Pengguna Menggunakan Usability Testing dan User Experience Questionnaire (UEQ) (Studi pada E-Commerce Fashion),SI
1228,Analisis Faktor-faktor Penerimaan Dompet Digital menggunakan Technology Acceptance Model (TAM) Termodifikasi: Studi Kasus Aplikasi DANA,,SI
1229,Sistem Pendukung Keputusan Seleksi Siswa Berprestasi Berbasis WEB Menggunakan Metode Simple Additive Weighting (Studi kasus SMA XYZ),SISTEM REKOMENDASI SISWA BERPRESTASI BERDASARKAN NILAI AKADEMIK DAN NON-AKADEMIK SMA BRAWIJAYA SMART SCHOOL,SI
1230,PENGEMBANGAN SISTEM INFORMASI PENJADWALAN TATAP MUKA DAN KONSULTASI MAHASISWA DENGAN DOSEN FAKULTAS ILMU KOMPUTER UNVERSITAS BRAWIJAYA,PENGEMBANGAN SISTEM INFORMASI PENJADWALAN TATAP MUKA DAN KONSULTASI MAHASISWA DENGAN DOSEN FAKULTAS ILMU KOMPUTER UNIVERSITAS BRAWIJAYA,SI
1231,Evaluasi Proses Bisnis Perkreditan Pada PT. BPR Bina Reksa Karyaartha Pare Menggunakan Metode Business Process Improvement (BPI) Dengan Teknik Failure Mode and Effect Analysis (FMEA),Rekomendasi Proses Bisnis Layanan Perkreditan Pada PT. BPR Bina Reksa Karyaartha Pare Menggunakan Metode Business Process Improvement (BPI) Dengan Teknik Failure Mode and Effect Analysis (FMEA),SI
1232,Perbaikan Proses Bisnis Layanan Perkreditan Menggunakan Metode Business Process Improvement (BPI) Dengan Failure Mode and Effect Analysis (FMEA) Pada PT. BPR Bina Reksa Karyaartha Pare,Perbaikan Proses Bisnis Layanan Perkreditan Menggunakan Metode Business Process Improvement (BPI) Dengan Failure Mode and Effect Analysis (FMEA) Pada PT. BPR Bina Reksa Karyaartha Pare,SI
1233,Analisis Usability Pada Aplikasi Mobile “KAI Access” Menggunakan Metode Heuristic Evaluation,EVALUASI USABILITY DAN PERBAIKAN DESAIN WEBSITE DINAS PENDIDIKAN KOTA MALANG MENGGUNAKAN METODE HEURISTIC EVALUATION DENGAN PRINSIP USABILITY G-QUALITY,SI
1234,Evaluasi Maturity Level Tata Kelola Teknologi Informasi Menggunakan Framework COBIT 4.1 (Studi Kasus PT.PAL Indonesia),Evaluasi Tingkat Maturitas Tata Kelola Teknologi Informasi Menggunakan Kerangka Kerja Cobit 4.1 Domain Plan And Organise (Studi Kasus PT.PAL Indonesia),SI
1235,Pengembangan Sistem Pembelajaran Ilmu Geoinformatika Berbasis Website,,SI
1236,Pengembangan Sistem Informasi Manajemen Transaksi Pada UD Putra,,SI
1237,Pengembangan Sistem Informasi Manajemen Transaksi Pada UD XYZ,,SI
1238,Evaluasi Pengalaman Pengguna pada Aplikasi KRL Access Dengan Menggunakan Usability Testing dan User Experience Questionnaire,EVALUASI PENGALAMAN PENGGUNA PADA APLIKASI KRL ACCESS DENGAN MENGGUNAKAN METODE USABILITY TESTING DAN USER EXPERIENCE QUESTIONNAIRE,SI
